Fault,MAP,TPS,Force,Power,RPM,Consumption L/H,Consumption L/100KM,Speed,CO,HC,CO2,O2,Lambda,AFR
0,3.193,1.848,866.973,14.857,2732.448,6.703,11.47,60.708,0.857,196.972,14.224,0.464,1.006,14.794
0,3.121,1.828,885.783,14.845,2815.859,6.992,11.155,58.196,0.846,187.56,13.92,0.465,0.987,14.502
0,3.121,1.828,891.901,14.569,2790.165,6.663,11.454,59.613,0.816,189.402,14.456,0.46,1.012,14.879
0,3.142,1.828,856.888,13.899,2725.229,6.864,11.555,58.917,0.846,189.0,14.244,0.462,1.003,14.748
0,3.132,1.889,901.019,14.108,2756.139,7.004,11.603,59.131,0.822,191.457,14.182,0.47,1.014,14.912
0,3.183,1.889,883.25,14.148,2847.108,6.868,11.594,60.116,0.847,196.071,14.181,0.447,0.965,14.186
0,3.193,1.869,863.848,14.432,2656.93,6.986,11.195,57.571,0.851,187.553,14.029,0.455,0.973,14.301
0,3.183,1.859,852.489,14.495,2746.86,6.839,11.082,61.027,0.861,190.082,14.233,0.462,1.002,14.724
0,3.152,1.808,866.011,14.461,2789.164,6.891,11.658,61.334,0.832,190.339,14.152,0.463,0.999,14.679
0,3.142,1.808,892.483,14.715,2747.433,6.838,11.585,58.66,0.847,185.791,14.439,0.471,1.036,15.234
0,3.162,1.848,819.728,14.54,2767.633,6.697,11.499,59.768,0.832,190.908,14.047,0.456,0.975,14.335
0,3.264,1.869,868.891,13.838,2870.457,6.998,11.552,59.73,0.838,191.805,13.754,0.453,0.95,13.967
0,3.244,1.848,891.431,14.181,2834.198,6.738,11.592,61.612,0.854,186.33,14.432,0.46,1.011,14.861
0,3.254,1.828,883.886,14.737,2707.316,6.877,11.202,60.047,0.841,202.769,13.448,0.451,0.925,13.594
0,3.315,1.818,845.915,14.216,2806.076,6.991,11.653,61.232,0.817,194.239,14.24,0.447,0.97,14.261
0,3.407,1.808,845.095,14.769,2875.436,6.818,11.257,59.597,0.825,185.554,14.176,0.471,1.016,14.938
0,3.305,1.859,895.314,14.771,2882.556,6.841,11.508,60.974,0.855,193.184,13.964,0.462,0.983,14.452
0,3.356,1.869,885.444,14.815,2826.851,6.489,11.127,61.047,0.867,194.852,13.939,0.451,0.958,14.089
0,3.396,1.848,859.289,14.247,2826.44,7.012,11.652,61.199,0.796,199.415,14.039,0.464,0.992,14.577
0,3.295,1.828,873.094,13.888,2799.218,6.999,11.288,58.913,0.824,188.696,13.702,0.453,0.946,13.9
0,3.203,1.808,865.337,14.368,2733.841,6.866,11.328,60.918,0.849,189.442,13.849,0.467,0.986,14.492
0,3.172,1.818,846.931,14.667,2740.57,6.864,11.679,58.331,0.845,185.87,14.101,0.462,0.992,14.582
0,3.152,1.859,854.722,14.413,2823.288,6.813,11.389,60.797,0.843,189.7,14.051,0.463,0.99,14.553
0,3.121,1.859,910.334,14.17,2728.546,6.776,11.446,61.188,0.829,188.464,14.013,0.453,0.967,14.218
0,3.183,1.848,872.488,14.515,2789.858,6.937,11.236,61.258,0.85,191.232,14.399,0.453,0.993,14.599
0,3.152,1.838,864.409,14.552,2801.657,6.732,11.768,61.158,0.809,187.702,14.422,0.457,1.004,14.752
0,3.162,1.838,839.813,14.258,2745.541,6.875,11.319,57.649,0.841,185.357,14.095,0.471,1.012,14.874
0,3.152,1.859,854.467,14.203,2757.537,6.568,11.24,59.961,0.851,196.901,13.981,0.46,0.979,14.393
0,3.152,1.889,869.561,14.57,2762.3,6.822,11.626,59.955,0.845,191.752,14.51,0.454,1.003,14.737
0,3.183,1.848,876.513,14.474,2853.542,6.782,11.485,57.256,0.878,192.824,13.678,0.448,0.934,13.725
0,3.193,1.838,871.015,14.662,2838.758,6.948,11.37,59.327,0.816,193.527,13.598,0.458,0.948,13.94
0,3.162,1.818,895.17,14.353,2914.956,7.033,11.538,59.293,0.804,194.699,14.062,0.47,1.007,14.797
0,3.284,1.798,860.606,14.287,2839.674,6.936,11.218,57.982,0.854,187.155,13.781,0.44,0.925,13.593
0,3.193,1.798,829.525,14.823,2770.787,6.874,11.955,60.236,0.841,193.969,14.015,0.461,0.985,14.477
0,3.203,1.859,844.734,14.262,2740.844,6.821,11.071,59.845,0.816,191.594,13.838,0.472,0.995,14.628
0,3.346,1.859,888.995,14.363,2801.961,6.67,11.265,60.655,0.84,191.54,14.334,0.468,1.022,15.019
0,3.396,1.848,831.946,14.496,2865.257,6.912,11.696,59.061,0.815,190.096,14.015,0.456,0.974,14.315
0,3.295,1.828,880.584,14.156,2728.587,7.173,11.711,58.755,0.799,192.54,14.564,0.459,1.019,14.972
0,3.346,1.808,856.456,14.351,2859.799,6.832,11.39,58.579,0.816,191.767,14.5,0.464,1.024,15.052
0,3.284,1.808,852.613,14.502,2831.333,7.081,11.136,61.238,0.838,189.924,14.078,0.468,1.004,14.765
0,3.284,1.859,876.134,14.323,2866.324,6.933,11.473,62.35,0.835,189.542,14.107,0.46,0.988,14.526
0,3.274,1.859,899.218,14.763,2865.132,6.784,11.322,58.663,0.847,190.591,13.998,0.457,0.975,14.335
0,3.244,1.848,857.936,14.396,2754.198,6.807,11.359,61.019,0.851,188.045,13.841,0.478,1.007,14.81
0,3.152,1.848,868.298,13.884,2711.667,6.875,11.214,61.813,0.833,192.669,14.363,0.444,0.972,14.284
0,3.111,1.808,828.318,14.223,2757.488,6.955,11.694,60.257,0.834,187.42,14.39,0.466,1.022,15.03
0,3.121,1.808,893.864,15.022,2762.267,6.927,11.411,60.029,0.829,189.907,14.391,0.45,0.986,14.491
0,3.071,1.798,872.943,14.566,2750.823,6.789,11.84,62.224,0.838,182.975,13.648,0.459,0.954,14.019
0,3.203,1.879,852.407,14.073,2786.91,6.882,11.424,59.544,0.836,194.772,13.978,0.467,0.995,14.624
0,3.183,1.869,882.078,14.982,2731.343,6.962,11.193,61.434,0.826,184.996,13.912,0.448,0.95,13.969
0,3.162,1.869,886.253,14.445,2816.725,6.893,11.574,61.242,0.838,189.324,14.154,0.471,1.016,14.941
0,3.193,1.848,885.83,14.515,2831.273,6.899,11.615,58.983,0.878,194.557,14.261,0.452,0.983,14.45
0,3.132,1.818,884.506,14.13,2708.324,6.817,11.761,58.327,0.832,195.364,13.753,0.473,0.99,14.555
0,3.121,1.838,876.041,14.23,2846.304,7.102,11.469,59.22,0.825,192.838,14.476,0.462,1.02,14.987
0,3.193,1.869,818.96,14.263,2899.384,6.669,11.122,60.375,0.855,185.319,13.825,0.456,0.959,14.103
0,3.223,1.859,863.07,14.38,2835.398,6.973,11.177,59.379,0.846,193.556,13.902,0.472,0.999,14.678
0,3.233,1.848,842.132,14.74,2816.45,6.988,11.571,58.207,0.857,190.815,13.73,0.456,0.954,14.024
0,3.295,1.828,870.11,14.349,2750.997,6.892,11.702,60.428,0.81,187.323,14.201,0.48,1.038,15.264
0,3.366,1.818,853.127,14.242,2766.849,6.768,11.402,58.932,0.859,189.777,14.642,0.473,1.054,15.496
0,3.274,1.838,873.548,14.681,2817.956,6.622,11.464,61.198,0.842,195.037,13.627,0.44,0.913,13.419
0,3.305,1.859,863.259,14.456,2713.714,6.939,11.826,60.696,0.827,188.473,13.685,0.444,0.925,13.596
0,3.366,1.859,869.714,14.764,2696.219,7.043,11.068,60.419,0.836,189.905,13.871,0.459,0.969,14.249
0,3.233,1.838,868.936,14.418,2734.895,6.716,11.431,59.335,0.84,195.516,14.282,0.467,1.016,14.937
0,3.325,1.828,865.698,14.729,2716.517,6.96,11.845,61.501,0.832,185.162,14.33,0.466,1.017,14.956
0,3.183,1.808,883.276,13.381,2768.656,6.687,11.242,59.163,0.842,181.013,14.208,0.459,0.994,14.611
0,3.162,1.848,864.667,14.595,2761.592,6.797,11.493,60.495,0.834,185.211,14.165,0.461,0.995,14.629
0,3.172,1.859,893.048,14.398,2939.185,6.779,11.228,60.818,0.835,191.083,14.104,0.465,0.998,14.672
0,3.152,1.869,890.558,14.587,2787.141,6.727,11.626,60.707,0.828,184.504,14.293,0.47,1.023,15.044
0,3.172,1.848,875.788,14.362,2831.943,6.761,11.698,59.376,0.857,185.883,14.546,0.46,1.018,14.971
0,3.142,1.838,878.179,14.394,2802.854,6.824,11.582,60.415,0.84,193.601,13.78,0.459,0.964,14.164
0,3.142,1.828,882.659,14.85,2782.186,6.85,11.606,59.02,0.836,194.197,13.904,0.478,1.013,14.885
0,3.081,1.859,896.085,14.443,2793.534,6.7,11.294,59.808,0.822,191.751,14.425,0.473,1.04,15.284
0,3.132,1.889,873.727,14.273,2760.467,6.949,11.418,61.406,0.852,192.294,13.893,0.459,0.971,14.272
0,3.142,1.848,858.21,14.003,2845.263,6.92,11.408,58.961,0.847,191.716,14.227,0.458,0.992,14.582
0,3.152,1.838,883.976,14.229,2817.822,6.823,11.058,60.056,0.83,186.788,14.465,0.454,1.0,14.701
0,3.203,1.828,856.244,14.548,2746.08,6.888,11.263,61.804,0.85,192.371,13.489,0.455,0.934,13.736
0,3.162,1.818,897.023,14.526,2826.239,6.683,11.196,59.848,0.835,186.066,13.696,0.447,0.932,13.697
0,3.183,1.828,859.974,14.578,2792.14,6.945,11.434,57.392,0.833,187.317,14.458,0.452,0.995,14.628
0,3.213,1.859,860.228,14.331,2853.877,7.005,11.644,61.453,0.815,195.515,14.324,0.463,1.009,14.835
0,3.305,1.869,872.201,14.86,2739.409,6.952,11.397,60.263,0.839,186.259,14.098,0.457,0.981,14.418
0,3.417,1.838,862.436,14.238,2744.496,6.772,11.447,62.128,0.847,188.962,14.031,0.453,0.969,14.241
0,3.356,1.818,855.685,14.075,2709.979,6.717,11.369,60.02,0.84,197.812,14.033,0.454,0.97,14.253
0,3.315,1.808,829.899,14.064,2768.404,6.855,11.745,57.822,0.841,186.866,13.873,0.467,0.986,14.498
0,3.325,1.808,856.024,14.388,2757.517,6.887,11.201,57.709,0.809,191.457,14.186,0.472,1.02,14.992
0,3.274,1.859,891.051,13.96,2834.375,7.123,11.589,58.863,0.852,194.335,13.764,0.442,0.927,13.632
0,3.254,1.848,858.629,14.364,2830.235,6.901,11.481,60.834,0.833,191.361,14.233,0.471,1.021,15.012
0,3.193,1.838,866.18,14.883,2770.824,7.089,11.766,58.37,0.856,191.568,14.435,0.469,1.032,15.165
0,3.152,1.828,840.694,14.282,2910.263,6.621,11.126,59.509,0.845,188.924,13.747,0.468,0.979,14.394
0,3.091,1.818,905.753,14.587,2706.856,6.552,11.699,59.217,0.842,184.963,14.59,0.44,0.978,14.377
0,3.111,1.828,857.605,14.104,2826.689,7.095,11.238,60.68,0.848,197.488,13.9,0.459,0.972,14.289
0,3.121,1.879,887.662,14.384,2838.066,6.643,11.581,58.265,0.854,193.233,14.098,0.456,0.98,14.408
0,3.06,1.889,880.751,14.618,2816.299,6.607,11.48,57.457,0.856,193.723,13.839,0.473,0.997,14.656
0,3.193,1.869,860.849,14.68,2797.883,7.094,11.577,58.814,0.857,192.349,14.001,0.462,0.986,14.491
0,3.162,1.859,854.468,14.612,2745.943,6.721,11.658,60.987,0.838,186.466,13.74,0.453,0.949,13.947
0,3.162,1.848,852.513,14.267,2772.569,6.96,11.271,59.912,0.842,191.296,13.986,0.463,0.986,14.487
0,3.152,1.808,896.053,14.607,2778.346,6.724,11.617,57.932,0.841,187.48,14.483,0.457,1.007,14.806
0,3.121,1.859,868.818,14.214,2762.952,6.871,11.319,58.557,0.864,192.152,13.792,0.458,0.962,14.144
0,3.213,1.859,865.09,13.756,2857.859,6.778,11.377,59.037,0.826,190.664,13.975,0.46,0.98,14.406
0,3.233,1.848,870.98,14.025,2864.818,6.859,10.859,62.428,0.82,188.178,14.096,0.461,0.989,14.54
0,3.213,1.828,854.815,14.662,2760.422,6.809,11.709,59.303,0.837,196.109,13.751,0.469,0.982,14.431
0,3.233,1.808,888.041,14.527,2777.743,6.616,11.024,59.855,0.882,194.299,13.576,0.449,0.93,13.664
0,3.325,1.838,890.43,14.417,2735.867,7.054,10.988,60.01,0.862,192.177,14.188,0.467,1.01,14.841
0,3.427,1.859,850.713,15.233,2789.052,6.615,11.483,60.89,0.851,191.149,14.107,0.458,0.983,14.454
0,3.335,1.859,871.382,14.212,2840.226,7.04,11.578,61.287,0.841,189.732,13.984,0.458,0.975,14.327
0,3.346,1.838,871.356,14.821,2831.45,6.83,11.225,59.64,0.858,191.246,14.256,0.453,0.983,14.456
0,3.356,1.818,869.496,13.987,2773.419,6.972,11.221,59.818,0.852,190.245,14.059,0.45,0.963,14.161
0,3.244,1.808,862.414,14.605,2684.579,7.043,11.697,59.041,0.871,188.186,13.674,0.463,0.965,14.18
0,3.183,1.838,869.805,14.484,2786.845,6.676,11.42,61.503,0.852,192.348,14.068,0.458,0.981,14.421
0,3.172,1.859,871.761,14.07,2958.544,6.837,11.567,60.011,0.838,191.084,14.22,0.463,1.002,14.734
0,3.183,1.859,866.677,14.248,2793.279,6.903,11.55,58.024,0.844,197.194,14.315,0.46,1.002,14.729
0,3.132,1.848,866.692,14.37,2810.355,6.66,11.533,60.662,0.831,180.906,14.321,0.464,1.011,14.866
0,3.172,1.838,867.892,14.653,2812.539,6.795,11.575,60.598,0.811,182.489,14.144,0.468,1.007,14.808
0,3.121,1.838,859.947,14.094,2799.354,6.812,11.297,58.931,0.843,190.183,13.999,0.466,0.993,14.601
0,3.162,1.869,871.212,14.292,2763.967,6.599,11.592,59.651,0.833,192.852,14.276,0.468,1.018,14.965
0,3.193,1.889,847.793,14.901,2676.216,6.659,11.729,60.605,0.834,190.621,13.965,0.457,0.972,14.282
0,3.193,1.889,885.741,14.215,2699.583,6.847,11.181,62.82,0.853,190.198,14.256,0.459,0.996,14.642
0,3.183,1.828,898.884,13.826,2758.677,6.707,11.394,57.865,0.842,184.72,13.918,0.476,1.01,14.844
0,3.152,1.818,855.14,14.535,2871.464,6.55,11.481,60.711,0.829,187.231,14.061,0.448,0.959,14.093
0,3.142,1.808,863.975,14.323,2867.893,6.771,10.909,58.06,0.838,188.064,14.009,0.46,0.982,14.442
0,3.172,1.848,893.344,14.011,2762.808,6.466,11.361,58.477,0.836,190.183,14.156,0.454,0.978,14.383
0,3.233,1.859,876.324,14.301,2962.889,6.91,11.631,58.425,0.852,189.69,13.805,0.449,0.945,13.884
0,3.254,1.848,860.838,14.952,2765.756,7.046,11.566,59.278,0.838,191.514,14.075,0.465,0.998,14.665
0,3.366,1.838,838.177,14.275,2855.225,7.128,11.506,60.835,0.847,195.834,14.308,0.469,1.022,15.027
0,3.356,1.818,848.692,13.951,2869.233,6.8,11.575,58.332,0.826,190.937,14.037,0.468,1.0,14.7
0,3.274,1.808,849.172,14.675,2810.727,7.178,11.551,59.047,0.84,196.533,14.295,0.456,0.992,14.584
0,3.335,1.838,874.753,14.992,2776.359,6.603,11.915,59.395,0.819,195.051,14.175,0.482,1.041,15.304
0,3.295,1.869,884.988,14.089,2810.563,6.691,11.295,59.189,0.875,184.569,14.006,0.451,0.962,14.137
0,3.356,1.859,897.2,14.392,2862.899,6.885,11.508,60.203,0.837,193.135,14.587,0.469,1.043,15.329
0,3.264,1.838,877.331,14.393,2819.594,6.599,11.712,59.462,0.837,193.271,13.895,0.452,0.957,14.065
0,3.203,1.818,876.61,14.704,2809.703,7.08,11.632,56.678,0.835,188.727,14.064,0.466,0.998,14.664
0,3.101,1.818,897.617,14.402,2786.156,6.779,11.227,59.462,0.832,188.377,14.093,0.452,0.969,14.251
0,3.101,1.848,876.627,14.136,2777.245,6.926,10.978,59.721,0.843,188.223,14.643,0.457,1.02,15.0
0,3.132,1.869,892.863,14.595,2785.638,6.726,11.504,61.118,0.872,190.334,14.179,0.45,0.973,14.302
0,3.132,1.869,869.402,14.078,2702.859,6.896,11.333,60.121,0.809,188.471,13.908,0.438,0.927,13.627
0,3.203,1.859,851.808,14.767,2847.404,7.033,11.573,61.812,0.835,191.623,14.119,0.436,0.938,13.789
0,3.152,1.848,829.477,14.62,2793.829,6.665,11.253,60.637,0.844,193.534,13.836,0.458,0.964,14.177
0,3.132,1.838,862.407,14.106,2862.214,6.894,11.564,59.857,0.839,191.583,14.771,0.457,1.028,15.111
0,3.172,1.848,886.653,13.788,2768.899,6.879,11.405,60.678,0.85,183.207,14.085,0.449,0.964,14.168
0,3.05,1.869,847.327,14.824,2777.991,7.088,11.628,59.033,0.855,190.222,13.855,0.453,0.956,14.05
0,3.193,1.859,862.593,14.058,2843.239,6.701,11.583,60.114,0.841,191.362,13.958,0.453,0.963,14.161
0,3.223,1.838,864.006,14.342,2711.816,6.821,11.66,59.171,0.848,184.514,13.76,0.465,0.976,14.342
0,3.193,1.828,858.706,13.751,2793.162,6.788,11.163,60.38,0.869,183.695,14.124,0.455,0.98,14.405
0,3.193,1.808,865.358,14.634,2783.824,6.691,11.665,58.899,0.827,186.883,14.016,0.463,0.989,14.542
0,3.274,1.828,871.87,14.438,2777.618,6.529,11.563,60.975,0.834,188.913,14.432,0.475,1.043,15.339
0,3.356,1.869,848.978,14.393,2788.357,6.809,11.337,59.125,0.854,180.985,13.953,0.463,0.983,14.456
0,3.305,1.859,868.724,14.628,2837.956,7.134,11.82,60.288,0.834,192.367,14.207,0.464,1.004,14.759
0,3.356,1.838,873.953,14.317,2751.586,6.969,11.496,59.531,0.84,192.715,14.469,0.466,1.027,15.099
0,3.305,1.818,902.208,14.775,2768.97,6.755,11.718,60.714,0.844,188.007,13.633,0.464,0.964,14.176
0,3.213,1.808,870.436,14.167,2801.194,6.956,11.204,59.817,0.847,186.518,14.455,0.476,1.049,15.417
0,3.284,1.828,866.059,14.309,2768.741,6.879,11.307,59.191,0.825,196.045,13.962,0.459,0.977,14.363
0,3.203,1.859,859.987,14.547,2825.047,6.848,11.381,58.825,0.851,194.663,14.117,0.466,1.001,14.721
0,3.213,1.848,875.68,14.434,2763.448,6.79,11.404,59.468,0.835,189.465,14.214,0.456,0.988,14.53
0,3.162,1.838,872.859,15.144,2875.955,6.835,11.615,58.86,0.826,189.175,14.09,0.467,1.003,14.737
0,3.132,1.838,835.557,14.452,2679.983,6.933,11.451,58.902,0.787,200.163,13.558,0.466,0.963,14.162
0,3.121,1.828,860.296,14.663,2753.884,6.797,11.254,59.671,0.832,191.81,14.135,0.473,1.019,14.977
0,3.111,1.848,853.496,14.467,2825.781,6.939,11.695,61.151,0.832,186.018,14.085,0.459,0.984,14.47
0,3.142,1.879,878.94,14.114,2640.573,6.921,11.462,57.342,0.838,188.598,14.292,0.458,0.998,14.669
0,3.132,1.879,880.86,14.369,2762.837,6.873,11.514,60.414,0.834,186.435,13.997,0.47,1.003,14.744
0,3.183,1.859,849.058,14.707,2810.138,6.759,11.655,62.638,0.833,194.885,14.284,0.464,1.009,14.827
0,3.121,1.818,922.55,14.312,2820.845,6.993,11.481,58.225,0.833,189.141,14.378,0.455,0.996,14.646
0,3.132,1.808,867.51,14.708,2794.302,6.969,11.11,58.719,0.795,189.986,13.801,0.465,0.977,14.366
0,3.172,1.838,876.034,14.627,2724.537,6.907,11.304,62.584,0.86,198.266,13.162,0.473,0.949,13.943
0,3.152,1.869,876.562,14.785,2822.87,6.915,11.331,58.786,0.834,191.953,14.029,0.462,0.987,14.508
0,3.223,1.859,842.031,14.47,2778.037,6.856,11.173,58.231,0.834,188.091,14.136,0.461,0.993,14.599
0,3.284,1.848,893.214,14.571,2647.922,6.766,11.365,59.024,0.856,190.154,14.125,0.467,1.006,14.784
0,3.305,1.828,890.856,14.992,2795.608,6.751,11.481,58.569,0.844,188.107,14.205,0.449,0.971,14.273
0,3.376,1.818,894.16,14.92,2868.764,6.874,11.606,62.774,0.832,192.633,14.345,0.454,0.991,14.568
0,3.284,1.808,874.878,14.398,2904.688,6.44,11.415,60.88,0.835,192.851,13.735,0.46,0.963,14.159
0,3.305,1.848,889.285,14.255,2793.306,6.984,11.416,60.598,0.849,190.089,14.058,0.474,1.015,14.926
0,3.356,1.859,846.732,14.183,2893.797,6.969,11.435,60.047,0.838,196.121,13.904,0.459,0.972,14.286
0,3.325,1.848,871.738,14.434,2736.821,7.036,11.318,57.58,0.822,186.055,13.716,0.47,0.983,14.447
0,3.244,1.828,854.572,14.625,2768.323,6.887,11.289,60.644,0.853,190.937,14.24,0.45,0.977,14.36
0,3.172,1.808,868.846,14.538,2892.496,6.735,11.744,58.39,0.83,187.03,14.552,0.466,1.033,15.18
0,3.121,1.808,867.649,14.504,2746.935,6.687,11.378,59.952,0.84,193.985,13.736,0.467,0.977,14.366
0,3.081,1.848,866.59,13.988,2767.317,6.849,11.181,57.851,0.83,185.094,13.905,0.465,0.986,14.492
0,3.152,1.869,874.993,14.043,2807.493,7.021,11.575,61.647,0.862,187.102,14.021,0.453,0.968,14.231
0,3.183,1.869,875.96,13.93,2784.322,6.789,11.467,61.323,0.849,191.777,14.282,0.459,0.998,14.677
0,3.183,1.859,850.116,14.17,2752.214,6.875,11.602,59.726,0.854,190.673,14.392,0.47,1.031,15.15
0,3.172,1.848,867.614,14.424,2739.608,6.84,11.296,60.118,0.831,200.306,14.233,0.466,1.01,14.846
0,3.142,1.838,854.908,14.472,2839.284,6.886,11.559,61.415,0.848,188.138,14.212,0.465,1.007,14.802
0,3.152,1.869,858.295,14.252,2679.879,6.845,11.384,59.065,0.827,191.949,14.192,0.447,0.967,14.214
0,3.152,1.859,878.995,14.693,2755.045,6.982,11.337,59.233,0.836,192.402,14.436,0.461,1.015,14.918
0,3.193,1.859,856.739,14.921,2820.497,6.814,11.529,59.886,0.858,186.806,14.909,0.458,1.039,15.275
0,3.213,1.838,864.783,14.403,2790.584,6.758,11.473,60.404,0.857,182.194,13.887,0.456,0.966,14.193
0,3.213,1.838,855.317,14.301,2835.532,6.777,11.297,61.769,0.829,189.269,13.558,0.474,0.979,14.394
0,3.233,1.818,854.865,14.387,2797.848,6.651,11.459,59.208,0.841,190.543,14.243,0.447,0.969,14.247
0,3.244,1.848,884.846,14.779,2712.859,6.688,11.338,59.613,0.842,187.806,13.944,0.452,0.961,14.122
0,3.346,1.869,876.87,14.888,2828.096,6.754,11.391,61.966,0.852,188.743,14.101,0.44,0.946,13.899
0,3.458,1.869,860.151,14.206,2777.573,6.836,10.943,58.522,0.842,189.868,14.519,0.474,1.047,15.396
0,3.325,1.848,873.51,14.324,2754.038,6.837,11.364,62.014,0.832,195.154,14.535,0.461,1.02,14.997
0,3.346,1.818,853.614,14.294,2739.118,6.868,11.282,58.812,0.853,191.678,13.753,0.456,0.954,14.029
0,3.346,1.818,849.274,14.429,2766.824,6.924,11.776,59.717,0.831,180.993,14.25,0.458,0.995,14.621
0,3.244,1.838,857.889,14.314,2704.532,6.703,11.355,59.585,0.829,196.192,14.192,0.451,0.974,14.317
0,3.193,1.859,886.89,14.427,2780.615,6.8,11.264,58.914,0.884,191.749,14.292,0.462,1.007,14.799
0,3.223,1.859,880.772,14.355,2756.94,7.204,11.708,59.457,0.838,186.136,14.475,0.453,0.999,14.692
0,3.183,1.838,842.23,13.949,2849.538,6.799,11.355,57.03,0.864,191.809,13.876,0.464,0.981,14.419
0,3.111,1.828,880.452,14.342,2754.43,6.868,11.768,60.322,0.831,191.639,13.633,0.46,0.956,14.049
0,3.183,1.828,858.831,14.611,2827.414,7.01,11.557,62.782,0.834,184.768,14.128,0.463,0.997,14.661
0,3.132,1.859,867.572,14.384,2870.514,6.626,11.341,61.009,0.838,195.131,14.322,0.46,1.004,14.753
0,3.193,1.879,863.077,14.189,2720.77,6.773,11.969,60.418,0.837,186.608,13.905,0.471,0.998,14.669
0,3.193,1.889,890.385,14.656,2694.094,6.917,11.21,60.926,0.877,195.327,14.705,0.452,1.012,14.869
0,3.193,1.869,875.656,14.544,2707.867,6.814,11.405,58.774,0.837,185.757,14.067,0.46,0.986,14.497
0,3.172,1.818,877.929,14.567,2787.642,6.915,11.287,59.728,0.867,190.302,14.14,0.467,1.006,14.787
0,3.162,1.808,889.187,14.041,2821.685,6.894,11.528,59.411,0.862,194.996,14.439,0.467,1.027,15.095
0,3.152,1.808,897.301,14.446,2849.343,6.837,11.317,58.041,0.837,188.294,14.439,0.463,1.019,14.974
0,3.193,1.859,878.801,14.441,2787.951,6.847,11.46,57.364,0.866,185.971,14.492,0.455,1.004,14.766
0,3.203,1.869,886.741,14.062,2839.39,6.875,11.817,60.742,0.845,188.491,14.526,0.464,1.026,15.084
0,3.274,1.838,902.19,14.67,2758.854,6.996,11.308,58.203,0.833,182.229,13.919,0.449,0.952,13.991
0,3.366,1.828,895.481,14.203,2786.555,6.862,11.667,57.901,0.845,190.208,13.933,0.49,1.04,15.282
0,3.356,1.818,897.561,14.871,2806.298,6.956,11.608,60.508,0.845,186.334,14.418,0.463,1.018,14.964
0,3.284,1.808,857.923,14.228,2737.386,6.928,11.203,60.102,0.826,193.495,13.973,0.455,0.969,14.24
0,3.346,1.859,877.3,14.434,2768.982,7.171,11.344,59.511,0.853,195.738,14.042,0.453,0.968,14.23
0,3.325,1.859,858.638,14.576,2753.035,7.083,11.358,60.583,0.834,192.073,14.196,0.442,0.957,14.063
0,3.356,1.848,870.21,14.992,2797.077,6.679,10.933,60.23,0.847,190.568,14.3,0.463,1.009,14.827
0,3.254,1.828,859.674,14.393,2727.315,7.075,12.05,60.01,0.831,192.507,14.693,0.453,1.013,14.888
0,3.203,1.808,873.47,14.762,2839.562,6.706,11.137,60.065,0.818,195.057,14.809,0.454,1.024,15.054
0,3.101,1.808,869.796,14.755,2859.459,6.934,11.467,60.074,0.838,182.379,14.161,0.47,1.014,14.907
0,3.121,1.838,861.596,13.997,2839.705,7.067,11.576,60.07,0.873,189.434,13.693,0.457,0.954,14.019
0,3.142,1.869,886.091,14.027,2893.026,7.011,11.158,61.575,0.819,193.925,14.174,0.454,0.98,14.407
0,3.152,1.869,850.557,14.849,2781.747,6.998,11.591,57.264,0.842,192.842,14.055,0.463,0.992,14.576
0,3.213,1.869,844.383,14.435,2798.81,6.763,11.476,59.13,0.829,185.149,13.788,0.46,0.966,14.202
0,3.152,1.848,867.31,14.471,2829.146,6.871,11.771,61.132,0.814,189.979,14.631,0.462,1.031,15.152
0,3.162,1.838,877.417,14.34,2780.571,6.799,11.756,61.301,0.843,190.404,13.9,0.479,1.014,14.906
0,3.183,1.808,860.242,14.596,2845.477,6.927,11.333,58.342,0.835,192.7,14.448,0.459,1.01,14.85
0,3.132,1.869,876.379,14.19,2777.378,6.966,11.746,60.945,0.815,186.196,13.909,0.436,0.924,13.587
0,3.193,1.848,868.477,14.145,2777.602,6.665,11.566,61.643,0.874,193.563,14.055,0.46,0.986,14.488
0,3.223,1.848,843.106,14.92,2771.26,6.966,11.833,56.584,0.841,185.832,14.202,0.473,1.024,15.05
0,3.203,1.838,880.644,14.07,2776.668,6.843,11.621,59.786,0.851,188.282,14.017,0.458,0.978,14.369
0,3.223,1.818,882.7,14.541,2795.548,7.067,11.461,61.002,0.822,191.387,14.099,0.452,0.97,14.256
0,3.284,1.808,868.661,14.403,2770.384,7.103,11.607,59.023,0.881,190.938,13.808,0.47,0.989,14.543
0,3.366,1.859,849.082,14.714,2767.391,6.816,11.148,59.794,0.826,190.159,13.669,0.452,0.942,13.85
0,3.305,1.859,844.18,14.109,2814.334,6.598,11.949,57.865,0.858,193.149,14.276,0.443,0.963,14.153
0,3.386,1.848,881.819,14.376,2809.276,6.969,11.376,60.5,0.857,190.954,13.948,0.451,0.959,14.094
0,3.325,1.828,863.653,14.407,2845.637,6.963,11.384,59.356,0.845,191.94,13.906,0.46,0.974,14.317
0,3.233,1.818,868.818,14.901,2688.482,6.658,11.558,61.151,0.844,192.658,14.074,0.459,0.984,14.472
0,3.305,1.808,866.778,13.865,2928.397,6.769,11.477,62.098,0.832,185.529,14.247,0.478,1.038,15.257
0,3.162,1.848,892.817,13.953,2775.185,7.04,11.291,60.347,0.807,191.274,13.515,0.461,0.95,13.963
